pmid,pmcid,doi,title,authors,year,month,day,journal,volume,issue,pages,abstract
24068828,PMC3782630,10.1523/JNEUROSCI.1616-13.2013,Sulcal depth-position profile is a genetically mediated neuroscientific trait: description and characterization in the central sulcus.,"['McKay DR', 'Kochunov P', 'Cykowski MD', 'Kent JW Jr', 'Laird AR', 'Lancaster JL', 'Blangero J', 'Glahn DC', 'Fox PT']",2013,9,25,J Neurosci,33,39,15618-25,"Genetic and environmental influences on brain morphology were assessed in an extended-pedigree design by extracting depth-position profiles (DPP) of the central sulcus (CS). T1-weighted magnetic resonance images were used to measure CS length and depth in 467 human subjects from 35 extended families. Three primary forms of DPPs were observed. The most prevalent form, present in 70% of subjects, was bimodal, with peaks near hand and mouth regions. Trimodal and unimodal configurations accounted for 15 and 8%, respectively. Genetic control accounted for 56 and 66% of between-subject variance in average CS depth and length, respectively, and was not significantly influenced by environmental factors. Genetic control over CS depth ranged from 1 to 50% across the DPP. Areas of peak heritability occurred at locations corresponding to hand and mouth areas. Left and right analogous CS depth measurements were strongly pleiotropic. Shared genetic influence lessened as the distance between depth measurements was increased. We argue that DPPs are powerful phenotypes that should inform genetic influence of more complex brain regions and contribute to gene discovery efforts."
24038902,PMC4791049,10.1002/hbm.22364,Functional characterization and differential coactivation patterns of two cytoarchitectonic visual areas on the human posterior fusiform gyrus.,"['Caspers J', 'Zilles K', 'Amunts K', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2014,6,23,Hum Brain Mapp,35,6,2754-67,"The ventral stream of the human extrastriate visual cortex shows a considerable functional heterogeneity from early visual processing (posterior) to higher, domain-specific processing (anterior). The fusiform gyrus hosts several of those ""high-level"" functional areas. We recently found a subdivision of the posterior fusiform gyrus on the microstructural level, that is, two distinct cytoarchitectonic areas, FG1 and FG2 (Caspers et al., Brain Structure & Function, 2013). To gain a first insight in the function of these two areas, here we studied their behavioral involvement and coactivation patterns by means of meta-analytic connectivity modeling based on the BrainMap database (www.brainmap.org), using probabilistic maps of these areas as seed regions. The coactivation patterns of the areas support the concept of a common involvement in a core network subserving different cognitive tasks, that is, object recognition, visual language perception, or visual attention. In addition, the analysis supports the previous cytoarchitectonic parcellation, indicating that FG1 appears as a transitional area between early and higher visual cortex and FG2 as a higher-order one. The latter area is furthermore lateralized, as it shows strong relations to the visual language processing system in the left hemisphere, while its right side is stronger associated with face selective regions. These findings indicate that functional lateralization of area FG2 relies on a different pattern of connectivity rather than side-specific cytoarchitectonic features."
23928747,PMC4219928,10.1007/s00429-013-0620-9,Multi-region hemispheric specialization differentiates human from nonhuman primate brain function.,"['Wey HY', 'Phillips KA', 'McKay DR', 'Laird AR', 'Kochunov P', 'Davis MD', 'Glahn DC', 'Blangero J', 'Duong TQ', 'Fox PT']",2014,11,23,Brain Struct Funct,219,6,2187-94,"The human behavioral repertoire greatly exceeds that of nonhuman primates. Anatomical specializations of the human brain include an enlarged neocortex and prefrontal cortex (Semendeferi et al. in Am J Phys Anthropol 114:224-241, 2001), but regional enlargements alone cannot account for these vast functional differences. Hemispheric specialization has long believed to be a major contributing factor to such distinctive human characteristics as motor dominance, attentional control and language. Yet structural cerebral asymmetries, documented in both humans and some nonhuman primate species, are relatively minor compared to behavioral lateralization. Identifying the mechanisms that underlie these functional differences remains a goal of considerable interest. Here, we investigate the intrinsic connectivity networks in four primate species (humans, chimpanzees, baboons, and capuchin monkeys) using resting-state fMRI to evaluate the intra- and inter- hemispheric coherences of spontaneous BOLD fluctuation. All three nonhuman primate species displayed lateralized functional networks that were strikingly similar to those observed in humans. However, only humans had multi-region lateralized networks, which provide fronto-parietal connectivity. Our results indicate that this pattern of within-hemisphere connectivity distinguishes humans from nonhuman primates."
23791915,PMC4791055,10.1016/j.neuroimage.2013.06.041,Tackling the multifunctional nature of Broca's region meta-analytically: co-activation-based parcellation of area 44.,"['Clos M', 'Amunts K', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2013,12,23,Neuroimage,83,,174-88,"Cytoarchitectonic area 44 of Broca's region in the left inferior frontal gyrus is known to be involved in several functional domains including language, action and music processing. We investigated whether this functional heterogeneity is reflected in distinct modules within cytoarchitectonically defined left area 44 using meta-analytic connectivity-based parcellation (CBP). This method relies on identifying the whole-brain co-activation pattern for each area 44 voxel across a wide range of functional neuroimaging experiments and subsequently grouping the voxels into distinct clusters based on the similarity of their co-activation patterns. This CBP analysis revealed that five separate clusters exist within left area 44. A post-hoc functional characterization and functional connectivity analysis of these five clusters was then performed. The two posterior clusters were primarily associated with action processes, in particular with phonology and overt speech (posterior-dorsal cluster) and with rhythmic sequencing (posterior-ventral cluster). The three anterior clusters were primarily associated with language and cognition, in particular with working memory (anterior-dorsal cluster), with detection of meaning (anterior-ventral cluster) and with task switching/cognitive control (inferior frontal junction cluster). These five clusters furthermore showed specific and distinct connectivity patterns. The results demonstrate that left area 44 is heterogeneous, thus supporting anatomical data on the molecular architecture of this region, and provide a basis for more specific interpretations of activations localized in area 44."
23781190,PMC3679482,10.3389/fnhum.2013.00268,Dysregulated left inferior parietal activity in schizophrenia and depression: functional connectivity and characterization.,"['Muller VI', 'Cieslik EC', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2013,10,23,Front Hum Neurosci,7,,268,"The inferior parietal cortex (IPC) is a heterogeneous region that is known to be involved in a multitude of diverse different tasks and processes, though its contribution to these often-complex functions is yet poorly understood. In a previous study we demonstrated that patients with depression failed to deactivate the left IPC during processing of congruent audiovisual information. We now found the same dysregulation (same region and condition) in schizophrenia. By using task-independent (resting state) and task-dependent meta-analytic connectivity modeling (MACM) analyses we aimed at characterizing this particular region with regard to its connectivity and function. Across both approaches, results revealed functional connectivity of the left inferior parietal seed region with bilateral IPC, precuneus and posterior cingulate cortex (PrC/PCC), medial orbitofrontal cortex (mOFC), left middle frontal (MFG) as well as inferior frontal (IFG) gyrus. Network-level functional characterization further revealed that on the one hand, all interconnected regions are part of a network involved in memory processes. On the other hand, sub-networks are formed when emotion, language, social cognition and reasoning processes are required. Thus, the IPC-region that is dysregulated in both depression and schizophrenia is functionally connected to a network of regions which, depending on task demands may form sub-networks. These results therefore indicate that dysregulation of left IPC in depression and schizophrenia might not only be connected to deficits in audiovisual integration, but is possibly also associated to impaired memory and deficits in emotion processing in these patient groups."
23755001,PMC3665907,10.3389/fnhum.2013.00232,Segregation of the human medial prefrontal cortex in social cognition.,"['Bzdok D', 'Langner R', 'Schilbach L', 'Engemann DA', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2013,10,23,Front Hum Neurosci,7,,232,"While the human medial prefrontal cortex (mPFC) is widely believed to be a key node of neural networks relevant for socio-emotional processing, its functional subspecialization is still poorly understood. We thus revisited the often assumed differentiation of the mPFC in social cognition along its ventral-dorsal axis. Our neuroinformatic analysis was based on a neuroimaging meta-analysis of perspective-taking that yielded two separate clusters in the ventral and dorsal mPFC, respectively. We determined each seed region's brain-wide interaction pattern by two complementary measures of functional connectivity: co-activation across a wide range of neuroimaging studies archived in the BrainMap database and correlated signal fluctuations during unconstrained (""resting"") cognition. Furthermore, we characterized the functions associated with these two regions using the BrainMap database. Across methods, the ventral mPFC was more strongly connected with the nucleus accumbens, hippocampus, posterior cingulate cortex, and retrosplenial cortex, while the dorsal mPFC was more strongly connected with the inferior frontal gyrus, temporo-parietal junction, and middle temporal gyrus. Further, the ventral mPFC was selectively associated with reward related tasks, while the dorsal mPFC was selectively associated with perspective-taking and episodic memory retrieval. The ventral mPFC is therefore predominantly involved in bottom-up-driven, approach/avoidance-modulating, and evaluation-related processing, whereas the dorsal mPFC is predominantly involved in top-down-driven, probabilistic-scene-informed, and metacognition-related processing in social cognition."
23702412,PMC5325035,10.1016/j.neuroimage.2013.05.052,"Cytoarchitecture, probability maps and functions of the human frontal pole.","['Bludau S', 'Eickhoff SB', 'Mohlberg H', 'Caspers S', 'Laird AR', 'Fox PT', 'Schleicher A', 'Zilles K', 'Amunts K']",2014,6,23,Neuroimage,93 Pt 2,,260-75,"The frontal pole has more expanded than any other part in the human brain as compared to our ancestors. It plays an important role for specifically human behavior and cognitive abilities, e.g. action selection (Kovach et al., 2012). Evidence about divergent functions of its medial and lateral part has been provided, both in the healthy brain and in psychiatric disorders. The anatomical correlates of such functional segregation, however, are still unknown due to a lack of stereotaxic, microstructural maps obtained in a representative sample of brains. Here we show that the human frontopolar cortex consists of two cytoarchitectonically and functionally distinct areas: lateral frontopolar area 1 (Fp1) and medial frontopolar area 2 (Fp2). Based on observer-independent mapping in serial, cell-body stained sections of 10 brains, three-dimensional, probabilistic maps of areas Fp1 and Fp2 were created. They show, for each position of the reference space, the probability with which each area was found in a particular voxel. Applying these maps as seed regions for a meta-analysis revealed that Fp1 and Fp2 differentially contribute to functional networks: Fp1 was involved in cognition, working memory and perception, whereas Fp2 was part of brain networks underlying affective processing and social cognition. The present study thus disclosed cortical correlates of a functional segregation of the human frontopolar cortex. The probabilistic maps provide a sound anatomical basis for interpreting neuroimaging data in the living human brain, and open new perspectives for analyzing structure-function relationships in the prefrontal cortex. The new data will also serve as a starting point for further comparative studies between human and non-human primate brains. This allows finding similarities and differences in the organizational principles of the frontal lobe during evolution as neurobiological basis for our behavior and cognitive abilities."
23689016,PMC4791053,10.1016/j.neuroimage.2013.05.046,"Characterization of the temporo-parietal junction by combining data-driven parcellation, complementary connectivity analyses, and functional decoding.","['Bzdok D', 'Langner R', 'Schilbach L', 'Jakobs O', 'Roski C', 'Caspers S', 'Laird AR', 'Fox PT', 'Zilles K', 'Eickhoff SB']",2013,11,1,Neuroimage,81,,381-92,"The right temporo-parietal junction (RTPJ) is consistently implicated in two cognitive domains, attention and social cognitions. We conducted multi-modal connectivity-based parcellation to investigate potentially separate functional modules within RTPJ implementing this cognitive dualism. Both task-constrained meta-analytic coactivation mapping and task-free resting-state connectivity analysis independently identified two distinct clusters within RTPJ, subsequently characterized by network mapping and functional forward/reverse inference. Coactivation mapping and resting-state correlations revealed that the anterior cluster increased neural activity concomitantly with a midcingulate-motor-insular network, functionally associated with attention, and decreased neural activity concomitantly with a parietal network, functionally associated with social cognition and memory retrieval. The posterior cluster showed the exact opposite association pattern. Our data thus suggest that RTPJ links two antagonistic brain networks processing external versus internal information."
23685185,PMC4827858,10.1016/j.jpain.2013.03.001,Structural brain anomalies and chronic pain: a quantitative meta-analysis of gray matter volume.,"['Smallwood RF', 'Laird AR', 'Ramage AE', 'Parkinson AL', 'Lewis J', 'Clauw DJ', 'Williams DA', 'Schmidt-Wilcke T', 'Farrell MJ', 'Eickhoff SB', 'Robin DA']",2013,7,23,J Pain,14,7,663-75,"UNLABELLED: The diversity of chronic pain syndromes and the methods employed to study them make integrating experimental findings challenging. This study performed coordinate-based meta-analyses using voxel-based morphometry imaging results to examine gray matter volume (GMV) differences between chronic pain patients and healthy controls. There were 12 clusters where GMV was decreased in patients compared with controls, including many regions thought to be part of the ""pain matrix"" of regions involved in pain perception, but also including many other regions that are not commonly regarded as pain-processing areas. The right hippocampus and parahippocampal gyrus were the only regions noted to have increased GMV in patients. Functional characterizations were implemented using the BrainMap database to determine which behavioral domains were significantly represented in these regions. The most common behavioral domains associated with these regions were cognitive, affective, and perceptual domains. Because many of these regions are not classically connected with pain and because there was such significance in functionality outside of perception, it is proposed that many of these regions are related to the constellation of comorbidities of chronic pain, such as fatigue and cognitive and emotional impairments. Further research into the mechanisms of GMV changes could provide a perspective on these findings. PERSPECTIVE: Quantitative meta-analyses revealed structural differences between brains of individuals with chronic pain and healthy controls. These differences may be related to comorbidities of chronic pain."
23674246,PMC4981637,10.1002/hbm.22262,The functional neuroanatomy of male psychosexual and physiosexual arousal: a quantitative meta-analysis.,"['Poeppl TB', 'Langguth B', 'Laird AR', 'Eickhoff SB']",2014,4,23,Hum Brain Mapp,35,4,1404-21,"Reproductive behavior is mandatory for conservation of species and mediated by a state of sexual arousal (SA), involving both complex mental processes and bodily reactions. An early neurobehavioral model of SA proposes cognitive, emotional, motivational, and autonomic components. In a comprehensive quantitative meta-analysis on previous neuroimaging findings, we provide here evidence for distinct brain networks underlying psychosexual and physiosexual arousal. Psychosexual (i.e., mental sexual) arousal recruits brain areas crucial for cognitive evaluation, top-down modulation of attention and exteroceptive sensory processing, relevance detection and affective evaluation, as well as regions implicated in the representation of urges and in triggering autonomic processes. In contrast, physiosexual (i.e., physiological sexual) arousal is mediated by regions responsible for regulation and monitoring of initiated autonomic processes and emotions and for somatosensory processing. These circuits are interconnected by subcortical structures (putamen and claustrum) that provide exchange of sensorimotor information and crossmodal processing between and within the networks. Brain deactivations may imply attenuation of introspective processes and social cognition, but be necessary to release intrinsic inhibition of SA."
23631994,PMC3720689,10.1016/j.neuroimage.2013.04.073,Networks of task co-activations.,"['Laird AR', 'Eickhoff SB', 'Rottschy C', 'Bzdok D', 'Ray KL', 'Fox PT']",2013,10,15,Neuroimage,80,,505-14,"Recent progress in neuroimaging informatics and meta-analytic techniques has enabled a novel domain of human brain connectomics research that focuses on task-dependent co-activation patterns across behavioral tasks and cognitive domains. Here, we review studies utilizing the BrainMap database to investigate data trends in the activation literature using methods such as meta-analytic connectivity modeling (MACM), connectivity-based parcellation (CPB), and independent component analysis (ICA). We give examples of how these methods are being applied to learn more about the functional connectivity of areas such as the amygdala, the default mode network, and visual area V5. Methods for analyzing the behavioral metadata corresponding to regions of interest and to their intrinsically connected networks are described as a tool for local functional decoding. We finally discuss the relation of observed co-activation connectivity results to resting state connectivity patterns, and provide implications for future work in this domain."
23452684,PMC5441228,10.1016/j.jaac.2012.12.012,Developmental meta-analysis of the functional neural correlates of autism spectrum disorders.,"['Dickstein DP', 'Pescosolido MF', 'Reidy BL', 'Galvan T', 'Kim KL', 'Seymour KE', 'Laird AR', 'Di Martino A', 'Barrett RP']",2013,3,23,J Am Acad Child Adolesc Psychiatry,52,3,279-289.e16,"OBJECTIVE: There is a pressing need to elucidate the brain-behavior interactions underlying autism spectrum disorders (ASD) given the marked rise in ASD diagnosis over the past decade. Functional magnetic resonance imaging (fMRI) has begun to address this need, but few fMRI studies have evaluated age-related changes in ASD. Therefore, we conducted a developmental analysis of activation likelihood estimation (ALE) meta-analysis to compare child versus adult ASD fMRI studies. We hypothesized that children and adolescents with ASD (<18 years old) would rely less on prefrontal cortex structures than adults (>/=18 years old). METHOD: PubMed and PsycInfo literature searches were conducted to identify task-dependent fMRI studies of children or adults with ASD. Then recent GingerALE software improvements were leveraged to perform direct comparisons of child (n = 18) versus adult (n = 24) studies. RESULTS: ALE meta-analyses of social tasks showed that children and adolescents with ASD versus adults had significantly greater hyperactivation in the left post-central gyrus, and greater hypoactivation in the right hippocampus and right superior temporal gyrus. ALE meta-analyses of nonsocial tasks showed that children with ASD versus adults had significantly greater hyperactivation in the right insula and left cingulate gyrus, and hypoactivation in the right middle frontal gyrus. CONCLUSION: Our data suggest that the neural alterations associated with ASD are not static, occurring only in early childhood. Instead, children with ASD have altered neural activity compared to adults during both social and nonsocial tasks, especially in fronto-temporal structures. Longitudinal neuroimaging studies are required to examine these changes prospectively, as potential targets for brain-based treatments for ASD."
23370055,PMC4791061,10.1016/j.neuroimage.2013.01.046,Task- and resting-state functional connectivity of brain regions related to affection and susceptible to concurrent cognitive demand.,"['Kellermann TS', 'Caspers S', 'Fox PT', 'Zilles K', 'Roski C', 'Laird AR', 'Turetsky BI', 'Eickhoff SB']",2013,5,15,Neuroimage,72,,69-82,"A recent fMRI-study revealed neural responses for affective processing of stimuli for which overt attention irrespective of stimulus valence was required in the orbitofrontal cortex (OFC) and bilateral amygdala (AMY): activation decreased with increasing cognitive demand. To further characterize the network putatively related to this attenuation, we here characterized these regions with respect to their functional properties and connectivity patterns in task-dependent and task-independent states. All experiments of the BrainMap database activating the seed regions OFC and bilateral AMY were identified. Their functional characteristics were quantitatively inferred using the behavioral meta-data of the retrieved experiments. Task-dependent functional connectivity was characterized by meta-analytic connectivity modeling (MACM) of significant co-activations with these seed regions. Task-independent resting-state functional connectivity analysis in a sample of 100 healthy subjects complemented these analyses. All three seed regions co-activated with subgenual cingulum (SGC), precuneus (PCu) and nucleus accumbens (NAcc) in the task-dependent MACM analysis. Task-independent resting-state connectivity revealed significant coupling of the seeds only with the SGC, but not the PCu and the NAcc. The former region (SGC) moreover was shown to feature significant resting-state connectivity with all other regions implicated in the network connected to regions where emotional processing may be modulated by a cognitive distractor. Based on its functional profile and connectivity pattern, we suggest that the SGC might serve as a key hub in the identified network, as such linking autobiographic information [PCu], reward [NAcc], (reinforce) values [OFC] and emotional significance [AMY]. Such a role, in turn, may allow the SGC to influence the OFC and AMY to modulate affective processing."
23143344,PMC3825581,10.1007/s00429-012-0476-4,"Differentiated parietal connectivity of frontal regions for ""what"" and ""where"" memory.","['Rottschy C', 'Caspers S', 'Roski C', 'Reetz K', 'Dogan I', 'Schulz JB', 'Zilles K', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2013,11,23,Brain Struct Funct,218,6,1551-67,"In a previous meta-analysis across almost 200 neuroimaging experiments, working memory for object location showed significantly stronger convergence on the posterior superior frontal gyrus, whereas working memory for identity showed stronger convergence on the posterior inferior frontal gyrus (dorsal to, but overlapping with Brodmann's area BA 44). As similar locations have been discussed as part of a dorsal frontal-superior parietal reach system and an inferior frontal grasp system, the aim of the present study was to test whether the regions of working-memory related ""what"" and ""where"" processing show a similar distinction in parietal connectivity. The regions that were found in the previous meta-analysis were used as seeds for functional connectivity analyses using task-based meta-analytic connectivity modelling and task-independent resting state correlations. While the ventral seed showed significantly stronger connectivity with the bilateral intraparietal sulcus (IPS), the dorsal seed showed stronger connectivity with the bilateral posterior inferior parietal and the medial superior parietal lobule. The observed connections of regions involved in memory for object location and identity thus clearly demonstrate a distinction into separate pathways that resemble the parietal connectivity patterns of the dorsal and ventral premotor cortex in non-human primates and humans. It may hence be speculated that memory for a particular location and reaching towards it as well as object memory and finger positioning for manipulation may rely on shared neural systems. Moreover, the ensuing regions, in turn, featured differential connectivity with the bilateral ventral and dorsal extrastriate cortex, suggesting largely segregated bilateral connectivity pathways from the dorsal visual cortex via the superior and inferior parietal lobules to the dorsal posterior frontal cortex and from the ventral visual cortex via the IPS to the ventral posterior frontal cortex that may underlie action and cognition."
23042731,PMC3862271,10.1093/cercor/bhs308,Meta-analytic connectivity modeling reveals differential functional connectivity of the medial and lateral orbitofrontal cortex.,"['Zald DH', 'McHugo M', 'Ray KL', 'Glahn DC', 'Eickhoff SB', 'Laird AR']",2014,1,23,Cereb Cortex,24,1,232-48,"The orbitofrontal cortex (OFC) is implicated in a broad range of behaviors and neuropsychiatric disorders. Anatomical tracing studies in nonhuman primates reveal differences in connectivity across subregions of the OFC, but data on the connectivity of the human OFC remain limited. We applied meta-analytic connectivity modeling in order to examine which brain regions are most frequently coactivated with the medial and lateral portions of the OFC in published functional neuroimaging studies. The analysis revealed a clear divergence in the pattern of connectivity for the medial OFC (mOFC) and lateral OFC (lOFC) regions. The lOFC showed coactivations with a network of prefrontal regions and areas involved in cognitive functions including language and memory. In contrast, the mOFC showed connectivity with default mode, autonomic, and limbic regions. Convergent patterns of coactivations were observed in the amygdala, hippocampus, striatum, and thalamus. A small number of regions showed connectivity specific to the anterior or posterior sectors of the OFC. Task domains involving memory, semantic processing, face processing, and reward were additionally analyzed in order to identify the different patterns of OFC functional connectivity associated with specific cognitive and affective processes. These data provide a framework for understanding the human OFC's position within widespread functional networks."
22973224,PMC3428588,10.3389/fninf.2012.00023,Automated regional behavioral analysis for human brain images.,"['Lancaster JL', 'Laird AR', 'Eickhoff SB', 'Martinez MJ', 'Fox PM', 'Fox PT']",2012,10,23,Front Neuroinform,6,,23,"Behavioral categories of functional imaging experiments along with standardized brain coordinates of associated activations were used to develop a method to automate regional behavioral analysis of human brain images. Behavioral and coordinate data were taken from the BrainMap database (http://www.brainmap.org/), which documents over 20 years of published functional brain imaging studies. A brain region of interest (ROI) for behavioral analysis can be defined in functional images, anatomical images or brain atlases, if images are spatially normalized to MNI or Talairach standards. Results of behavioral analysis are presented for each of BrainMap's 51 behavioral sub-domains spanning five behavioral domains (Action, Cognition, Emotion, Interoception, and Perception). For each behavioral sub-domain the fraction of coordinates falling within the ROI was computed and compared with the fraction expected if coordinates for the behavior were not clustered, i.e., uniformly distributed. When the difference between these fractions is large behavioral association is indicated. A z-score >/= 3.0 was used to designate statistically significant behavioral association. The left-right symmetry of ~100K activation foci was evaluated by hemisphere, lobe, and by behavioral sub-domain. Results highlighted the classic left-side dominance for language while asymmetry for most sub-domains (~75%) was not statistically significant. Use scenarios were presented for anatomical ROIs from the Harvard-Oxford cortical (HOC) brain atlas, functional ROIs from statistical parametric maps in a TMS-PET study, a task-based fMRI study, and ROIs from the ten ""major representative"" functional networks in a previously published resting state fMRI study. Statistically significant behavioral findings for these use scenarios were consistent with published behaviors for associated anatomical and functional regions."
22936519,PMC3514575,10.1002/hbm.22155,A coordinate-based meta-analytic model of trauma processing in posttraumatic stress disorder.,"['Ramage AE', 'Laird AR', 'Eickhoff SB', 'Acheson A', 'Peterson AL', 'Williamson DE', 'Telch MJ', 'Fox PT']",2013,12,23,Hum Brain Mapp,34,12,3392-9,"Posttraumatic stress disorder (PTSD) has a well-defined set of symptoms that can be elicited during traumatic imagery tasks. For this reason, trauma imagery tasks are often employed in functional neuroimaging studies. Here, coordinate-based meta-analysis (CBM) was used to pool eight studies applying traumatic imagery tasks to identify sites of task-induced activation in 170 PTSD patients and 104 healthy controls. In this way, right anterior cingulate (ACC), right posterior cingulate (PCC), and left precuneus (Pcun) were identified as regions uniquely active in PTSD patients relative to healthy controls. To further characterize these regions, their normal interactions, and their typical functional roles, meta-analytic connectivity modeling (MACM) with behavioral filtering was applied. MACM indicated that the PCC and Pcun regions were frequently co-active and associated with processing of cognitive information, particularly in explicit memory tasks. Emotional processing was particularly associated with co-activity of the ACC and PCC, as mediated by the thalamus. By narrowing the regions of interest to those commonly active across multiple studies (using CBM) and developing a priori hypotheses about directed probabilistic dependencies amongst these regions, this proposed model-when applied in the context of graphical and causal modeling-should improve model fit and thereby increase statistical power for detecting differences between subject groups and between treatments in neuroimaging studies of PTSD."
22922585,PMC4801478,10.1159/000339528,Consistent neurodegeneration and its association with clinical progression in Huntington's disease: a coordinate-based meta-analysis.,"['Dogan I', 'Eickhoff SB', 'Schulz JB', 'Shah NJ', 'Laird AR', 'Fox PT', 'Reetz K']",2013,10,23,Neurodegener Dis,12,1,23-35,"BACKGROUND: The neuropathological hallmark of Huntington's disease (HD) is progressive striatal loss starting several years prior to clinical onset. In the past decade, whole-brain magnetic resonance imaging (MRI) studies have provided accumulating evidence for widely distributed cortical and subcortical atrophy in the early course of the disease. OBJECTIVE: In order to synthesize current morphometric MRI findings and to investigate the impact of clinical and genetic features on structural changes, we performed a coordinate-based meta-analysis of voxel-based morphometry (VBM) studies in HD. METHODS: Twenty HD samples derived from 17 studies were integrated in the analysis comparing a total of 685 HD mutation carriers [345 presymptomatic (pre-HD) and 340 symptomatic (symp-HD) subjects] and 507 controls. Convergent findings across studies were delineated using the anatomical likelihood estimation approach. Effects of genetic and clinical parameters on the likelihood of observing VBM findings were calculated by means of correlation analyses. RESULTS: Pre-HD studies featured convergent evidence for neurodegeneration in the basal ganglia, amygdala, thalamus, insula and occipital regions. In symp-HD, cerebral atrophy was more pronounced and spread to cortical regions (i.e., inferior frontal, premotor, sensorimotor, midcingulate, frontoparietal and temporoparietal cortices). Higher cytosine-adenosine-guanosine repeats were associated with striatal degeneration, while parameters of disease progression and motor impairment additionally correlated with cortical atrophy, especially in sensorimotor areas. CONCLUSION: This first quantitative meta-analysis in HD demonstrates the extent of striatal atrophy and further consistent extrastriatal degeneration before clinical conversion. Sensorimotor areas seem to be core regions affected in symp-HD and, along with widespread cortical atrophy, may account for the clinical heterogeneity in HD."
22918987,PMC3792742,10.1093/cercor/bhs256,"Is there ""one"" DLPFC in cognitive action control? Evidence for heterogeneity from co-activation-based parcellation.","['Cieslik EC', 'Zilles K', 'Caspers S', 'Roski C', 'Kellermann TS', 'Jakobs O', 'Langner R', 'Laird AR', 'Fox PT', 'Eickhoff SB']",2013,11,23,Cereb Cortex,23,11,2677-89,"The dorsolateral prefrontal cortex (DLPFC) has consistently been implicated in cognitive control of motor behavior. There is, however, considerable variability in the exact location and extension of these activations across functional magnetic resonance imaging (fMRI) experiments. This poses the question of whether this variability reflects sampling error and spatial uncertainty in fMRI experiments or structural and functional heterogeneity of this region. This study shows that the right DLPFC as observed in 4 different experiments tapping executive action control may be subdivided into 2 distinct subregions-an anterior-ventral and a posterior-dorsal one -based on their whole-brain co-activation patterns across neuroimaging studies. Investigation of task-dependent and task-independent connectivity revealed both clusters to be involved in distinct neural networks. The posterior subregion showed increased connectivity with bilateral intraparietal sulci, whereas the anterior subregion showed increased connectivity with the anterior cingulate cortex. Functional characterization with quantitative forward and reverse inferences revealed the anterior network to be more strongly associated with attention and action inhibition processes, whereas the posterior network was more strongly related to action execution and working memory. The present data provide evidence that cognitive action control in the right DLPFC may rely on differentiable neural networks and cognitive functions."
22806915,PMC4801486,10.1002/hbm.22138,"An investigation of the structural, connectional, and functional subspecialization in the human amygdala.","['Bzdok D', 'Laird AR', 'Zilles K', 'Fox PT', 'Eickhoff SB']",2013,12,23,Hum Brain Mapp,34,12,3247-66,"Although the amygdala complex is a brain area critical for human behavior, knowledge of its subspecialization is primarily derived from experiments in animals. We here employed methods for large-scale data mining to perform a connectivity-derived parcellation of the human amygdala based on whole-brain coactivation patterns computed for each seed voxel. Voxels within the histologically defined human amygdala were clustered into distinct groups based on their brain-wide coactivation maps. Using this approach, connectivity-based parcellation divided the amygdala into three distinct clusters that are highly consistent with earlier microstructural distinctions. Meta-analytic connectivity modelling then revealed the derived clusters' brain-wide connectivity patterns, while meta-data profiling allowed their functional characterization. These analyses revealed that the amygdala's laterobasal nuclei group was associated with coordinating high-level sensory input, whereas its centromedial nuclei group was linked to mediating attentional, vegetative, and motor responses. The often-neglected superficial nuclei group emerged as particularly sensitive to olfactory and probably social information processing. The results of this model-free approach support the concordance of structural, connectional, and functional organization in the human amygdala and point to the importance of acknowledging the heterogeneity of this region in neuroimaging research."
